年月,地區,信用卡產業別,性別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣]
202306,臺灣,食,2,50(含)-55歲,2475361,1620696016
202306,臺灣,食,2,55(含)-60歲,1446029,1147626999
202306,臺灣,食,2,60(含)-65歲,770280,737452633
202306,臺灣,食,2,65(含)-70歲,411170,445651880
202306,臺灣,食,2,70(含)-75歲,202566,232909321
202306,臺灣,食,2,75(含)-80歲,56497,68601439
202306,臺灣,食,2,80(含)歲以上,31567,39493224
202306,臺灣,衣,2,未滿20歲,18841,23115270
202306,臺灣,衣,2,20(含)-25歲,159720,236199551
202306,臺灣,衣,2,25(含)-30歲,342658,624332972
202306,臺灣,衣,2,30(含)-35歲,425664,834789704
202306,臺灣,衣,2,35(含)-40歲,431218,886456285
202306,臺灣,衣,2,40(含)-45歲,414874,924038499
202306,臺灣,衣,2,45(含)-50歲,295588,718369400
202306,臺灣,衣,2,50(含)-55歲,205519,564873319
202306,臺灣,衣,2,55(含)-60歲,138520,432790697
202306,臺灣,衣,2,60(含)-65歲,84337,277799910
202306,臺灣,衣,2,65(含)-70歲,45601,163346549
202306,臺灣,衣,2,70(含)-75歲,19758,69834415
202306,臺灣,衣,2,75(含)-80歲,4776,17677394
202306,臺灣,衣,2,80(含)歲以上,2550,10159217
202306,臺灣,住,2,未滿20歲,16850,22460231
202306,臺灣,住,2,20(含)-25歲,148268,252542409
202306,臺灣,住,2,25(含)-30歲,323990,725835994
202306,臺灣,住,2,30(含)-35歲,399851,1007023906
202306,臺灣,住,2,35(含)-40歲,411548,1142174209
202306,臺灣,住,2,40(含)-45歲,419451,1322294012
202306,臺灣,住,2,45(含)-50歲,312060,1180701872
202306,臺灣,住,2,50(含)-55歲,236767,1057738610
202306,臺灣,住,2,55(含)-60歲,168907,845738103
202306,臺灣,住,2,60(含)-65歲,104111,543383461
202306,臺灣,住,2,65(含)-70歲,56856,301893104
202306,臺灣,住,2,70(含)-75歲,26692,141898218
202306,臺灣,住,2,75(含)-80歲,7098,42808680
202306,臺灣,住,2,80(含)歲以上,3827,20430079
202306,臺灣,行,2,未滿20歲,125256,53293986
202306,臺灣,行,2,20(含)-25歲,1005531,522690650
202306,臺灣,行,2,25(含)-30歲,1738795,1195336365
202306,臺灣,行,2,30(含)-35歲,1787883,1441782169
202306,臺灣,行,2,35(含)-40歲,1684132,1589588169
202306,臺灣,行,2,40(含)-45歲,1805222,1869842606
202306,臺灣,行,2,45(含)-50歲,1544422,1871950955
202306,臺灣,行,2,50(含)-55歲,1227569,1673097975
202306,臺灣,行,2,55(含)-60歲,852313,1252922237
202306,臺灣,行,2,60(含)-65歲,502964,757249493
202306,臺灣,行,2,65(含)-70歲,250369,340322311
202306,臺灣,行,2,70(含)-75歲,99901,137226991
202306,臺灣,行,2,75(含)-80歲,22198,29486530
202306,臺灣,行,2,80(含)歲以上,10200,13907015
202306,臺灣,文教康樂,2,未滿20歲,56006,72697666
202306,臺灣,文教康樂,2,20(含)-25歲,401117,665047361
202306,臺灣,文教康樂,2,25(含)-30歲,805690,1632229007
202306,臺灣,文教康樂,2,30(含)-35歲,880164,1927534693
202306,臺灣,文教康樂,2,35(含)-40歲,885518,2162332126
202306,臺灣,文教康樂,2,40(含)-45歲,972800,2975894256
202306,臺灣,文教康樂,2,45(含)-50歲,745781,2917332411
202306,臺灣,文教康樂,2,50(含)-55歲,510093,2232246414
202306,臺灣,文教康樂,2,55(含)-60歲,325555,1599286481
202306,臺灣,文教康樂,2,60(含)-65歲,181740,1036980190
202306,臺灣,文教康樂,2,65(含)-70歲,94260,639733565
202306,臺灣,文教康樂,2,70(含)-75歲,41016,308167721
202306,臺灣,文教康樂,2,75(含)-80歲,9844,81757476
202306,臺灣,文教康樂,2,80(含)歲以上,5551,34882425
202306,臺灣,百貨,2,未滿20歲,161086,102778059
202306,臺灣,百貨,2,20(含)-25歲,1362911,1071281836
202306,臺灣,百貨,2,25(含)-30歲,2913371,2983175514
202306,臺灣,百貨,2,30(含)-35歲,3466799,4025587756
202306,臺灣,百貨,2,35(含)-40歲,3859527,4647388819
202306,臺灣,百貨,2,40(含)-45歲,4567264,5729849474
202306,臺灣,百貨,2,45(含)-50歲,3944183,5270965209
202306,臺灣,百貨,2,50(含)-55歲,3051526,4423820566
202306,臺灣,百貨,2,55(含)-60歲,2176225,3384752550
202306,臺灣,百貨,2,60(含)-65歲,1375616,2141199836
202306,臺灣,百貨,2,65(含)-70歲,817265,1274810289
202306,臺灣,百貨,2,70(含)-75歲,397643,587940679
202306,臺灣,百貨,2,75(含)-80歲,104158,164758168
202306,臺灣,百貨,2,80(含)歲以上,44030,78043707
202306,臺灣,其他,2,未滿20歲,47280,42623752
202306,臺灣,其他,2,20(含)-25歲,468556,679834114
202306,臺灣,其他,2,25(含)-30歲,1236971,2616523951
202306,臺灣,其他,2,30(含)-35歲,1619797,3870909703
202306,臺灣,其他,2,35(含)-40歲,1837711,4752400490
202306,臺灣,其他,2,40(含)-45歲,2259062,6354315955
202306,臺灣,其他,2,45(含)-50歲,2083299,6609405242
202306,臺灣,其他,2,50(含)-55歲,1745974,6466150313
202306,臺灣,其他,2,55(含)-60歲,1310577,5586640537
202306,臺灣,其他,2,60(含)-65歲,826889,3934849856
202306,臺灣,其他,2,65(含)-70歲,436258,2367556077
202306,臺灣,其他,2,70(含)-75歲,193898,1077942229
202306,臺灣,其他,2,75(含)-80歲,46977,292579242
202306,臺灣,其他,2,80(含)歲以上,25881,205349270
202307,臺灣,食,2,未滿20歲,318243,84070331
202307,臺灣,食,2,20(含)-25歲,2773701,887037266
202307,臺灣,食,2,25(含)-30歲,5357061,2067291540
202307,臺灣,食,2,30(含)-35歲,5643714,2407761187
202307,臺灣,食,2,35(含)-40歲,5423515,2436123795
202307,臺灣,食,2,40(含)-45歲,5529286,2735084253
202307,臺灣,食,2,45(含)-50歲,4177166,2365607095
202307,臺灣,食,2,50(含)-55歲,2696968,1801428353
202307,臺灣,食,2,55(含)-60歲,1588771,1276279834
202307,臺灣,食,2,60(含)-65歲,849314,823395568
202307,臺灣,食,2,65(含)-70歲,453743,489335149
202307,臺灣,食,2,70(含)-75歲,223065,258294051
202307,臺灣,食,2,75(含)-80歲,62438,78798417
202307,臺灣,食,2,80(含)歲以上,33431,40812317
202307,臺灣,衣,2,未滿20歲,20059,24482096
202307,臺灣,衣,2,20(含)-25歲,159356,236049059
202307,臺灣,衣,2,25(含)-30歲,343164,623518922
202307,臺灣,衣,2,30(含)-35歲,421494,818420173
202307,臺灣,衣,2,35(含)-40歲,428393,861960185
202307,臺灣,衣,2,40(含)-45歲,419927,899787114
202307,臺灣,衣,2,45(含)-50歲,308343,735729205
202307,臺灣,衣,2,50(含)-55歲,215923,584676791
202307,臺灣,衣,2,55(含)-60歲,143840,448528058
202307,臺灣,衣,2,60(含)-65歲,87423,285726623
202307,臺灣,衣,2,65(含)-70歲,46965,172101199
202307,臺灣,衣,2,70(含)-75歲,20019,68943437
202307,臺灣,衣,2,75(含)-80歲,4789,18491293
202307,臺灣,衣,2,80(含)歲以上,2621,9998001
202307,臺灣,住,2,未滿20歲,18326,24539287
202307,臺灣,住,2,20(含)-25歲,154422,249755929
202307,臺灣,住,2,25(含)-30歲,331594,747191781
202307,臺灣,住,2,30(含)-35歲,403712,1037694236
202307,臺灣,住,2,35(含)-40歲,423263,1172326020
202307,臺灣,住,2,40(含)-45歲,448253,1453681658
202307,臺灣,住,2,45(含)-50歲,346321,1389544189
202307,臺灣,住,2,50(含)-55歲,255990,1155900051
202307,臺灣,住,2,55(含)-60歲,177619,881767868
202307,臺灣,住,2,60(含)-65歲,108964,561102935
202307,臺灣,住,2,65(含)-70歲,59152,318000147
202307,臺灣,住,2,70(含)-75歲,28351,148292273
202307,臺灣,住,2,75(含)-80歲,7707,50197449
202307,臺灣,住,2,80(含)歲以上,4010,22259939
202307,臺灣,行,2,未滿20歲,118169,51686866
202307,臺灣,行,2,20(含)-25歲,1004973,518570207
202307,臺灣,行,2,25(含)-30歲,1836480,1239857164
202307,臺灣,行,2,30(含)-35歲,1883786,1534003619
202307,臺灣,行,2,35(含)-40歲,1778745,1638191103
202307,臺灣,行,2,40(含)-45歲,1900043,1980986503
202307,臺灣,行,2,45(含)-50歲,1614615,1983030073
202307,臺灣,行,2,50(含)-55歲,1279199,1733351795
202307,臺灣,行,2,55(含)-60歲,888473,1320532560
202307,臺灣,行,2,60(含)-65歲,522911,792854038
202307,臺灣,行,2,65(含)-70歲,261372,358740375
202307,臺灣,行,2,70(含)-75歲,104386,137662404
202307,臺灣,行,2,75(含)-80歲,23068,30743927
202307,臺灣,行,2,80(含)歲以上,10637,14566714
202307,臺灣,文教康樂,2,未滿20歲,61194,86561335
202307,臺灣,文教康樂,2,20(含)-25歲,437256,736327400
202307,臺灣,文教康樂,2,25(含)-30歲,877360,1746774831
202307,臺灣,文教康樂,2,30(含)-35歲,941122,1998326426
202307,臺灣,文教康樂,2,35(含)-40歲,949136,2182096833
202307,臺灣,文教康樂,2,40(含)-45歲,1061502,3007774601
202307,臺灣,文教康樂,2,45(含)-50歲,819866,3017417119
202307,臺灣,文教康樂,2,50(含)-55歲,555319,2333107927
202307,臺灣,文教康樂,2,55(含)-60歲,346788,1612306783
202307,臺灣,文教康樂,2,60(含)-65歲,191062,1008884244
202307,臺灣,文教康樂,2,65(含)-70歲,97352,619077363
202307,臺灣,文教康樂,2,70(含)-75歲,42584,296159163
202307,臺灣,文教康樂,2,75(含)-80歲,10294,76574612
202307,臺灣,文教康樂,2,80(含)歲以上,5855,36876708
202307,臺灣,百貨,2,未滿20歲,158937,107030387
202307,臺灣,百貨,2,20(含)-25歲,1414137,1095046762
202307,臺灣,百貨,2,25(含)-30歲,3123582,3102137221
202307,臺灣,百貨,2,30(含)-35歲,3724464,4195345172
202307,臺灣,百貨,2,35(含)-40歲,4136299,4829781564
202307,臺灣,百貨,2,40(含)-45歲,4898716,6023660260
202307,臺灣,百貨,2,45(含)-50歲,4283715,5631587850
202307,臺灣,百貨,2,50(含)-55歲,3331511,4773189654
202307,臺灣,百貨,2,55(含)-60歲,2367888,3615134708
202307,臺灣,百貨,2,60(含)-65歲,1488993,2327750624
202307,臺灣,百貨,2,65(含)-70歲,878676,1356378631
202307,臺灣,百貨,2,70(含)-75歲,427239,645368596
202307,臺灣,百貨,2,75(含)-80歲,110106,175299197
202307,臺灣,百貨,2,80(含)歲以上,46301,84247237
202307,臺灣,其他,2,未滿20歲,46074,53294446
202307,臺灣,其他,2,20(含)-25歲,463526,675887267
202307,臺灣,其他,2,25(含)-30歲,1249905,2406880715
202307,臺灣,其他,2,30(含)-35歲,1668973,3678469582
202307,臺灣,其他,2,35(含)-40歲,1906254,4543452481
202307,臺灣,其他,2,40(含)-45歲,2365634,6153601790
202307,臺灣,其他,2,45(含)-50歲,2205048,6379991053
202307,臺灣,其他,2,50(含)-55歲,1841793,6175230020
202307,臺灣,其他,2,55(含)-60歲,1372925,5230466373
202307,臺灣,其他,2,60(含)-65歲,858208,3689853594
202307,臺灣,其他,2,65(含)-70歲,449667,2161783722
202307,臺灣,其他,2,70(含)-75歲,199156,937408401
202307,臺灣,其他,2,75(含)-80歲,47921,237558752
202307,臺灣,其他,2,80(含)歲以上,26989,113452580
202308,臺灣,食,2,未滿20歲,345505,94218620
202308,臺灣,食,2,20(含)-25歲,2778058,915845902
202308,臺灣,食,2,25(含)-30歲,5304835,2103479746
202308,臺灣,食,2,30(含)-35歲,5613660,2504043024
202308,臺灣,食,2,35(含)-40歲,5370962,2505821802
202308,臺灣,食,2,40(含)-45歲,5478557,2828871074
202308,臺灣,食,2,45(含)-50歲,4159249,2433183724
202308,臺灣,食,2,50(含)-55歲,2668112,1865317636
202308,臺灣,食,2,55(含)-60歲,1589389,1330059143
202308,臺灣,食,2,60(含)-65歲,857106,857738702
202308,臺灣,食,2,65(含)-70歲,453629,511917761
202308,臺灣,食,2,70(含)-75歲,220866,262185210
202308,臺灣,食,2,75(含)-80歲,62726,81481311
202308,臺灣,食,2,80(含)歲以上,33001,43256243
202308,臺灣,衣,2,未滿20歲,22290,27819166
202308,臺灣,衣,2,20(含)-25歲,154526,225863274
202308,臺灣,衣,2,25(含)-30歲,324912,585171402
202308,臺灣,衣,2,30(含)-35歲,401309,762631852
202308,臺灣,衣,2,35(含)-40歲,395968,774879274
202308,臺灣,衣,2,40(含)-45歲,374884,783063859
202308,臺灣,衣,2,45(含)-50歲,275266,663205299
202308,臺灣,衣,2,50(含)-55歲,195094,540160704
202308,臺灣,衣,2,55(含)-60歲,131979,421503633
202308,臺灣,衣,2,60(含)-65歲,80319,274135851
202308,臺灣,衣,2,65(含)-70歲,43484,161528284
202308,臺灣,衣,2,70(含)-75歲,19051,67622163
202308,臺灣,衣,2,75(含)-80歲,4452,20674622
202308,臺灣,衣,2,80(含)歲以上,2406,10787565
202308,臺灣,住,2,未滿20歲,22648,35470259
202308,臺灣,住,2,20(含)-25歲,155677,246874226
202308,臺灣,住,2,25(含)-30歲,333738,698120078
202308,臺灣,住,2,30(含)-35歲,409787,987770364
202308,臺灣,住,2,35(含)-40歲,432606,1117370892
202308,臺灣,住,2,40(含)-45歲,459448,1354721658
202308,臺灣,住,2,45(含)-50歲,356041,1299133080
202308,臺灣,住,2,50(含)-55歲,257336,1060330026
202308,臺灣,住,2,55(含)-60歲,174499,793557611
202308,臺灣,住,2,60(含)-65歲,106659,509859261
202308,臺灣,住,2,65(含)-70歲,58214,283822763
202308,臺灣,住,2,70(含)-75歲,27769,141779637
202308,臺灣,住,2,75(含)-80歲,7446,36494388
202308,臺灣,住,2,80(含)歲以上,3817,20093204
202308,臺灣,行,2,未滿20歲,134643,61796000
202308,臺灣,行,2,20(含)-25歲,1029410,528767261
202308,臺灣,行,2,25(含)-30歲,1843459,1256897148
202308,臺灣,行,2,30(含)-35歲,1910700,1532752320
202308,臺灣,行,2,35(含)-40歲,1803210,1646505893
202308,臺灣,行,2,40(含)-45歲,1920794,1929094176
202308,臺灣,行,2,45(含)-50歲,1642747,1836827291
202308,臺灣,行,2,50(含)-55歲,1292426,1616507915
202308,臺灣,行,2,55(含)-60歲,901636,1235935816
202308,臺灣,行,2,60(含)-65歲,530437,753791800
202308,臺灣,行,2,65(含)-70歲,263476,361688176
202308,臺灣,行,2,70(含)-75歲,105181,134405718
202308,臺灣,行,2,75(含)-80歲,23173,28477785
202308,臺灣,行,2,80(含)歲以上,10662,15040649
202308,臺灣,文教康樂,2,未滿20歲,67359,121383656
202308,臺灣,文教康樂,2,20(含)-25歲,433919,819645422
202308,臺灣,文教康樂,2,25(含)-30歲,847943,1860623436
202308,臺灣,文教康樂,2,30(含)-35歲,918439,2119083431
202308,臺灣,文教康樂,2,35(含)-40歲,935399,2344733081
202308,臺灣,文教康樂,2,40(含)-45歲,1050718,3554407806
202308,臺灣,文教康樂,2,45(含)-50歲,844875,4451291029
202308,臺灣,文教康樂,2,50(含)-55歲,581460,3633413424
202308,臺灣,文教康樂,2,55(含)-60歲,355508,2128945989
202308,臺灣,文教康樂,2,60(含)-65歲,193914,1252293560
202308,臺灣,文教康樂,2,65(含)-70歲,99157,748195651
202308,臺灣,文教康樂,2,70(含)-75歲,43249,340048019
202308,臺灣,文教康樂,2,75(含)-80歲,10333,85699424
202308,臺灣,文教康樂,2,80(含)歲以上,6166,43190272
202308,臺灣,百貨,2,未滿20歲,184339,133752647
202308,臺灣,百貨,2,20(含)-25歲,1438938,1123772277
202308,臺灣,百貨,2,25(含)-30歲,3168468,3136921805
202308,臺灣,百貨,2,30(含)-35歲,3807957,4265334969
202308,臺灣,百貨,2,35(含)-40歲,4220563,4915123617
202308,臺灣,百貨,2,40(含)-45歲,4983371,6150510544
202308,臺灣,百貨,2,45(含)-50歲,4390349,5809095991
202308,臺灣,百貨,2,50(含)-55歲,3419104,4981300715
202308,臺灣,百貨,2,55(含)-60歲,2473783,3812323850
202308,臺灣,百貨,2,60(含)-65歲,1576386,2475127294
202308,臺灣,百貨,2,65(含)-70歲,931529,1465169366
202308,臺灣,百貨,2,70(含)-75歲,454251,677124328
202308,臺灣,百貨,2,75(含)-80歲,117737,197620402
202308,臺灣,百貨,2,80(含)歲以上,48496,85659648
202308,臺灣,其他,2,未滿20歲,49689,50716897
202308,臺灣,其他,2,20(含)-25歲,464831,696660296
202308,臺灣,其他,2,25(含)-30歲,1232987,2352072362
202308,臺灣,其他,2,30(含)-35歲,1639418,3569343249
202308,臺灣,其他,2,35(含)-40歲,1840419,4336089112
202308,臺灣,其他,2,40(含)-45歲,2241570,5900318916
202308,臺灣,其他,2,45(含)-50歲,2088918,6179355732
202308,臺灣,其他,2,50(含)-55歲,1741167,5907958404
202308,臺灣,其他,2,55(含)-60歲,1313528,5050286754
202308,臺灣,其他,2,60(含)-65歲,829120,3673248761
202308,臺灣,其他,2,65(含)-70歲,438573,2148528086
202308,臺灣,其他,2,70(含)-75歲,195761,1080242622
202308,臺灣,其他,2,75(含)-80歲,48279,227952316
202308,臺灣,其他,2,80(含)歲以上,26204,121731160
202309,臺灣,食,2,未滿20歲,438679,100484482
202309,臺灣,食,2,20(含)-25歲,2787926,869600656
202309,臺灣,食,2,25(含)-30歲,5024668,1970208907
202309,臺灣,食,2,30(含)-35歲,5346067,2413989158
202309,臺灣,食,2,35(含)-40歲,5105127,2403039786
202309,臺灣,食,2,40(含)-45歲,5174996,2679670306
202309,臺灣,食,2,45(含)-50歲,3936011,2319575578
202309,臺灣,食,2,50(含)-55歲,2532292,1790173737
202309,臺灣,食,2,55(含)-60歲,1533452,1324880961
202309,臺灣,食,2,60(含)-65歲,832487,878216558
202309,臺灣,食,2,65(含)-70歲,446408,515718464
202309,臺灣,食,2,70(含)-75歲,216439,266184525
202309,臺灣,食,2,75(含)-80歲,61644,80180153
202309,臺灣,食,2,80(含)歲以上,33495,43173314
202309,臺灣,衣,2,未滿20歲,25180,30239179
202309,臺灣,衣,2,20(含)-25歲,152993,227675520
202309,臺灣,衣,2,25(含)-30歲,315729,589405691
202309,臺灣,衣,2,30(含)-35歲,386959,780966575
202309,臺灣,衣,2,35(含)-40歲,379173,804723169
202309,臺灣,衣,2,40(含)-45歲,358053,808170760
202309,臺灣,衣,2,45(含)-50歲,258729,647793685
202309,臺灣,衣,2,50(含)-55歲,181640,513241867
202309,臺灣,衣,2,55(含)-60歲,126351,421998643
202309,臺灣,衣,2,60(含)-65歲,76607,271141668
202309,臺灣,衣,2,65(含)-70歲,41352,161186845
202309,臺灣,衣,2,70(含)-75歲,17729,71284018
202309,臺灣,衣,2,75(含)-80歲,4292,18922801
202309,臺灣,衣,2,80(含)歲以上,2352,10264585
202309,臺灣,住,2,未滿20歲,26465,33767551
202309,臺灣,住,2,20(含)-25歲,156841,241007939
202309,臺灣,住,2,25(含)-30歲,319626,704410000
202309,臺灣,住,2,30(含)-35歲,390909,1011277792
202309,臺灣,住,2,35(含)-40歲,403618,1135388216
202309,臺灣,住,2,40(含)-45歲,414091,1240604137
202309,臺灣,住,2,45(含)-50歲,316805,1169260795
202309,臺灣,住,2,50(含)-55歲,235181,992100650
202309,臺灣,住,2,55(含)-60歲,164997,767517399
202309,臺灣,住,2,60(含)-65歲,102623,494532928
202309,臺灣,住,2,65(含)-70歲,55868,283587336
202309,臺灣,住,2,70(含)-75歲,25872,125444301
202309,臺灣,住,2,75(含)-80歲,7082,33411725
202309,臺灣,住,2,80(含)歲以上,3706,18605960
202309,臺灣,行,2,未滿20歲,175953,71360707
202309,臺灣,行,2,20(含)-25歲,1035288,504797563
202309,臺灣,行,2,25(含)-30歲,1793909,1187127737
202309,臺灣,行,2,30(含)-35歲,1865543,1464718061
202309,臺灣,行,2,35(含)-40歲,1747723,1558769558
202309,臺灣,行,2,40(含)-45歲,1862270,1844758848
202309,臺灣,行,2,45(含)-50歲,1614395,1789082445
202309,臺灣,行,2,50(含)-55歲,1272074,1512157146
202309,臺灣,行,2,55(含)-60歲,889514,1165177434
202309,臺灣,行,2,60(含)-65歲,525491,723936443
202309,臺灣,行,2,65(含)-70歲,262284,355397872
202309,臺灣,行,2,70(含)-75歲,104340,137855377
202309,臺灣,行,2,75(含)-80歲,23284,29165060
202309,臺灣,行,2,80(含)歲以上,10710,14877990
202309,臺灣,文教康樂,2,未滿20歲,73518,136791899
202309,臺灣,文教康樂,2,20(含)-25歲,414470,895864782
202309,臺灣,文教康樂,2,25(含)-30歲,802157,2136011498
202309,臺灣,文教康樂,2,30(含)-35歲,878953,2493127441
202309,臺灣,文教康樂,2,35(含)-40歲,907026,2651688933
202309,臺灣,文教康樂,2,40(含)-45歲,1033295,3549163855
202309,臺灣,文教康樂,2,45(含)-50歲,826759,3884110899
202309,臺灣,文教康樂,2,50(含)-55歲,551520,3216681796
202309,臺灣,文教康樂,2,55(含)-60歲,344421,2202434196
202309,臺灣,文教康樂,2,60(含)-65歲,192027,1410377435
202309,臺灣,文教康樂,2,65(含)-70歲,100178,840328707
202309,臺灣,文教康樂,2,70(含)-75歲,43685,383705918
202309,臺灣,文教康樂,2,75(含)-80歲,10629,96354482
202309,臺灣,文教康樂,2,80(含)歲以上,6602,49545419
202309,臺灣,百貨,2,未滿20歲,234426,139155094
202309,臺灣,百貨,2,20(含)-25歲,1436439,1130609093
202309,臺灣,百貨,2,25(含)-30歲,3000114,3245130399
202309,臺灣,百貨,2,30(含)-35歲,3606090,4457653633
202309,臺灣,百貨,2,35(含)-40歲,3966355,5134718253
202309,臺灣,百貨,2,40(含)-45歲,4698451,6300446022
202309,臺灣,百貨,2,45(含)-50歲,4128055,5954052314
202309,臺灣,百貨,2,50(含)-55歲,3189029,5066067959
202309,臺灣,百貨,2,55(含)-60歲,2292456,4004812961
202309,臺灣,百貨,2,60(含)-65歲,1450163,2614313415
202309,臺灣,百貨,2,65(含)-70歲,854806,1555846534
202309,臺灣,百貨,2,70(含)-75歲,417252,726061867
202309,臺灣,百貨,2,75(含)-80歲,109560,196316606
202309,臺灣,百貨,2,80(含)歲以上,46267,95191090
202309,臺灣,其他,2,未滿20歲,53545,60490691
202309,臺灣,其他,2,20(含)-25歲,445811,672406346
202309,臺灣,其他,2,25(含)-30歲,1137740,2256099341
202309,臺灣,其他,2,30(含)-35歲,1511240,3368549838
202309,臺灣,其他,2,35(含)-40歲,1679107,4130223190
202309,臺灣,其他,2,40(含)-45歲,2029262,5519230089
202309,臺灣,其他,2,45(含)-50歲,1893509,5812533409
202309,臺灣,其他,2,50(含)-55歲,1576072,5567532437
202309,臺灣,其他,2,55(含)-60歲,1195449,4747597058
202309,臺灣,其他,2,60(含)-65歲,757387,3449596055
202309,臺灣,其他,2,65(含)-70歲,403126,1980437919
202309,臺灣,其他,2,70(含)-75歲,180564,942785623
202309,臺灣,其他,2,75(含)-80歲,45329,303562334
202309,臺灣,其他,2,80(含)歲以上,24527,126078847
202310,臺灣,食,2,未滿20歲,502356,107003254
202310,臺灣,食,2,20(含)-25歲,2938269,887037516
202310,臺灣,食,2,25(含)-30歲,5038743,1915163662
202310,臺灣,食,2,30(含)-35歲,5400851,2271700045
202310,臺灣,食,2,35(含)-40歲,5163798,2300028859
202310,臺灣,食,2,40(含)-45歲,5234899,2554593740
202310,臺灣,食,2,45(含)-50歲,4057429,2202716689
202310,臺灣,食,2,50(含)-55歲,2564514,1678586332
202310,臺灣,食,2,55(含)-60歲,1552030,1237949947
202310,臺灣,食,2,60(含)-65歲,838634,837073723
202310,臺灣,食,2,65(含)-70歲,464584,504453104
202310,臺灣,食,2,70(含)-75歲,217719,265728424
202310,臺灣,食,2,75(含)-80歲,62367,81231170
202310,臺灣,食,2,80(含)歲以上,33357,44783675
202310,臺灣,衣,2,未滿20歲,25230,31908564
202310,臺灣,衣,2,20(含)-25歲,164913,255797489
202310,臺灣,衣,2,25(含)-30歲,339889,658428486
202310,臺灣,衣,2,30(含)-35歲,418587,873155468
202310,臺灣,衣,2,35(含)-40歲,416406,901959514
202310,臺灣,衣,2,40(含)-45歲,394091,911987698
202310,臺灣,衣,2,45(含)-50歲,283068,722912566
202310,臺灣,衣,2,50(含)-55歲,193041,554833088
202310,臺灣,衣,2,55(含)-60歲,132220,434783602
202310,臺灣,衣,2,60(含)-65歲,81287,289882254
202310,臺灣,衣,2,65(含)-70歲,44275,164086535
202310,臺灣,衣,2,70(含)-75歲,19131,76606069
202310,臺灣,衣,2,75(含)-80歲,4676,19957957
202310,臺灣,衣,2,80(含)歲以上,2661,13411267
202310,臺灣,住,2,未滿20歲,21263,24375753
202310,臺灣,住,2,20(含)-25歲,151424,232591744
202310,臺灣,住,2,25(含)-30歲,331839,722074007
202310,臺灣,住,2,30(含)-35歲,409346,1000823662
202310,臺灣,住,2,35(含)-40歲,420117,1123737544
202310,臺灣,住,2,40(含)-45歲,430587,1300623884
202310,臺灣,住,2,45(含)-50歲,325914,1217629596
202310,臺灣,住,2,50(含)-55歲,243076,1034753577
202310,臺灣,住,2,55(含)-60歲,176348,869338013
202310,臺灣,住,2,60(含)-65歲,110859,561499095
202310,臺灣,住,2,65(含)-70歲,60830,314999374
202310,臺灣,住,2,70(含)-75歲,28157,151201349
202310,臺灣,住,2,75(含)-80歲,7876,41876365
202310,臺灣,住,2,80(含)歲以上,4113,22710703
202310,臺灣,行,2,未滿20歲,168947,63671484
202310,臺灣,行,2,20(含)-25歲,1035367,503567481
202310,臺灣,行,2,25(含)-30歲,1804068,1209646981
202310,臺灣,行,2,30(含)-35歲,1887759,1554376287
202310,臺灣,行,2,35(含)-40歲,1765937,1629919881
202310,臺灣,行,2,40(含)-45歲,1868303,1890377869
202310,臺灣,行,2,45(含)-50歲,1619732,1844427426
202310,臺灣,行,2,50(含)-55歲,1276060,1619239355
202310,臺灣,行,2,55(含)-60歲,905340,1263406131
202310,臺灣,行,2,60(含)-65歲,540790,781705683
202310,臺灣,行,2,65(含)-70歲,270589,387338258
202310,臺灣,行,2,70(含)-75歲,108636,147518163
202310,臺灣,行,2,75(含)-80歲,24442,31221819
202310,臺灣,行,2,80(含)歲以上,11076,15161098
202310,臺灣,文教康樂,2,未滿20歲,71825,82674640
202310,臺灣,文教康樂,2,20(含)-25歲,424820,822754041
202310,臺灣,文教康樂,2,25(含)-30歲,839251,2215695333
202310,臺灣,文教康樂,2,30(含)-35歲,935969,2590622986
202310,臺灣,文教康樂,2,35(含)-40歲,943171,2709847197
202310,臺灣,文教康樂,2,40(含)-45歲,1017901,3232829975
202310,臺灣,文教康樂,2,45(含)-50歲,800734,3029541207
202310,臺灣,文教康樂,2,50(含)-55歲,555146,2536160920
202310,臺灣,文教康樂,2,55(含)-60歲,366282,2037997175
202310,臺灣,文教康樂,2,60(含)-65歲,209977,1422451391
202310,臺灣,文教康樂,2,65(含)-70歲,110157,894478719
202310,臺灣,文教康樂,2,70(含)-75歲,48639,430256993
202310,臺灣,文教康樂,2,75(含)-80歲,12033,111565577
202310,臺灣,文教康樂,2,80(含)歲以上,6829,49309022
202310,臺灣,百貨,2,未滿20歲,237627,123750885
202310,臺灣,百貨,2,20(含)-25歲,1507783,1205066261
202310,臺灣,百貨,2,25(含)-30歲,3117765,3526697489
202310,臺灣,百貨,2,30(含)-35歲,3780929,4906791027
202310,臺灣,百貨,2,35(含)-40歲,4166240,5621320899
202310,臺灣,百貨,2,40(含)-45歲,4932046,7074099250
202310,臺灣,百貨,2,45(含)-50歲,4364380,6761676410
202310,臺灣,百貨,2,50(含)-55歲,3350825,5797334370
202310,臺灣,百貨,2,55(含)-60歲,2418254,4635794710
202310,臺灣,百貨,2,60(含)-65歲,1537795,3059680120
202310,臺灣,百貨,2,65(含)-70歲,905967,1827795839
202310,臺灣,百貨,2,70(含)-75歲,444687,968838172
202310,臺灣,百貨,2,75(含)-80歲,118529,296818351
